Name,Site Characteristics,Plant Traits,Special Considerations,Growing Information
Snow in Summer,Sunlight: full sun Part shade is OK in warm climates. Soil conditions: tolerates droughty soil requires well-drained soil tolerates low fertility Thrives in poor  droughty  sandy soils. Without excellent drainage  may rot and be short-lived. Hardiness zones: 3 to 7 May be hardy in Zone 2. Special locations: rock gardens xeriscapes,Lifecycle: perennial Ease-of-care: easy Height: 0.5 to 1 feet Spread: 1 to 2 feet Can spread indefinitely by underground runners. Bloom time: late spring early summer Flower color: white The flowers are silvery white and star-like. Foliage color: gray-green other Leaves are silvery gray. Foliage texture: medium Shape: spreading mass Shape in flower: same as above Wiry stems with as many as 15 flowers rise above the foliage  looking like mounds of snow.,Special characteristics: deer resistant aggressive - This plant spreads rapidly and can easily engulf and choke out more delicate alpines and rock garden plants. non-invasive not native to North America - Native to Europe.,How to plant: Propagate by seed  cuttings  division or separation - Sow seeds in containers in cold frame in fall.Divide plants anytime during the growing season.Make cuttings in early summer. Maintenance and care: Cut back severely after flowering has finished.Do not prune in fall. Remove damaged stems in spring. More growing information: How to Grow Perennials
Snowdrop,Sunlight: part shade Soil conditions: requires well-drained soil Performs well in heavy soils with alkaline pH. Hardiness zones: 3 to 9 Special locations: outdoor containers indoors as a houseplant,Lifecycle: perennial Ease-of-care: easy Height: 0.25 to 0.5 feet Spread: 0.25 to 0.5 feet Bloom time: early spring Flower color: white Blooms are pure white. Foliage color: gray-green Foliage texture: medium Shape: herbaceous: other Leaves form a basal rosette Shape in flower: flower stalks with flowers hanging downward Pendulous blooms hang from erect flower stalks.,Special characteristics: non-aggressive - Plants rapidly form clumps  but they do not spread aggressively. non-invasive not native to North America - Native to Europe,"How to plant: Propagate by division or separation - Divide in spring  either during or after flowering  or in the fall. Plant the bulbs with their tops 2"" beneath the soil surface. Take care to not allow the bulbs to dry out. Maintenance and care: Divide the plants when the clumps become overcrowded  about every 3 to 4 years. More growing information: How to Grow Bulbs"
Solomon's Seal - False,Sunlight: part shade full shade Soil conditions: requires acid soil requires well-drained soil tolerates damp soil Prefers rich  acidic  moist but well-drained soil. Hardiness zones: 4 to 9 Possibly hardy in Zone 3. Does not perform well as an ornamental in Zones warmer than Zone 7.,Lifecycle: perennial Ease-of-care: easy Height: 2 to 3 feet Spread: 1 to 2 feet Bloom time: mid-spring late spring Flower color: white Foliage color: medium green Foliage texture: medium Shape: upright Stems are upright and slightly arching,Special characteristics: non-aggressive non-invasive native to North America - Native to woodland edges from Quebec to Arizona. fragrant - Blooms have a pleasant fragrance. bears ornamental fruit - Green or red berries. Special uses: wildflowers naturalistic garden,How to plant: Propagate by division or separation - Divide the plants in the spring. Maintenance and care: Keep soil moist. Do not disturb roots for at least three years before dividing. More growing information: How to Grow Perennials More growing information: How to Grow Bulbs
Solomon’s Seal - Great,Sunlight: full shade Soil conditions: tolerates droughty soil tolerates damp soil Prefers cool  moist soil. Tolerates droughty soil under trees once established. Hardiness zones: 3 to 7,"Lifecycle: perennial Ease-of-care: easy Height: 3 to 7 feet Reaches maximum height under ideal conditions on woodland edges and with plenty of space. For small gardens  P. biflorum is a better choice  growing just 2-3'. Spread: 4 to 7 feet Bloom time: late spring Flower color: other Greenish-white. Foliage color: medium green dark green variegated 'Variegatum' has variegated leaves. Foliage texture: medium Rows of ribbed 3-7"" leaves. Shape: herbaceous: other Stems are gracefully arching. Shape in flower: same as above Flowers are small bells that hang beneath the foliage.",Special characteristics: deer resistant non-aggressive - Provide lots of room. Spreading can cause problems in small gardens due to plants' large size. non-invasive native to North America - United States to Mexico. bears ornamental fruit - Berries are bluish-black and last into fall.,How to plant: Propagate by seed  division or separation - Division is easiest method. Divide in spring. Make sure several each division has several growing points. Seeds need stratification (cold treatment) to germinate. Maintenance and care: Mulch to keep the soil cooler in the summer months. Seldom needs division. Divide in spring. More growing information: How to Grow Perennials
Solomon's Seal - Small,Sunlight: full shade Soil conditions: tolerates droughty soil tolerates damp soil Prefers cool  moist soil. Tolerates droughty soil under trees once established. Hardiness zones: 3 to 8,"Lifecycle: perennial Ease-of-care: easy Height: 1 to 3 feet Spread: 1 to 2 feet Rhizomes spread to form colonies of plants. Bloom time: late spring Flower color: other Greenish-white. Foliage color: medium green dark green variegated 'Variegatum' has variegated leaves. Foliage texture: medium Rows of ribbed 3-4"" leaves. Shape: herbaceous: other Stems are gracefully arching. Shape in flower: same as above Flowers are small bells that hang beneath the foliage.",Special characteristics: deer resistant non-aggressive non-invasive native to North America - Eastern North America bears ornamental fruit - Berries are bluish-black and last into fall.,How to plant: Propagate by seed  division or separation - Division is easiest method. Divide in spring. Make sure several each division has several growing points. Seeds need stratification (cold treatment) to germinate. Maintenance and care: Mulch to keep the soil cooler in the summer months. Seldom needs division. Divide in spring. More growing information: How to Grow Perennials
Spring Snowflake,Sunlight: full sun part shade Soil conditions: requires well-drained soil Prefers rich  moist but well-drained soil. Do not let soil dry out. Hardiness zones: 4 to 8 Possibly hardy in Zone 3. Special locations: outdoor containers indoors as a houseplant,Lifecycle: perennial Ease-of-care: easy Height: 0.25 to 1 feet Spread: 0.1 to 0.25 feet Bloom time: early spring Flower color: green white White petals have a faint spot of green on each tip. Foliage color: medium green Foliage texture: medium Shape: upright grass-like Shape in flower: flower stalks with flowers as cups flower stalks with flowers hanging downward Blooms hang from erect flower stems,Special characteristics: non-aggressive non-invasive not native to North America - Native to Europe,How to plant: Propagate by division or separation - Plant bulbs 3 to 4 inches deep in fall. Divide the plants after leaves have died or in the fall. Maintenance and care: Keep soil moist during the growing season. More growing information: How to Grow Bulbs
Spurge - Cushion,Sunlight: full sun Prefers protection from afternoon sun hot climates. Soil conditions: tolerates droughty soil requires well-drained soil Hardiness zones: 4 to 8 Special locations: rock gardens xeriscapes,Lifecycle: perennial Ease-of-care: easy Height: 1 to 1.5 feet Spread: 1 to 2 feet Bloom time: mid-spring late spring early summer mid-summer Flower color: yellow Showy yellow floral bracts provide the color  not the flowers  which are nondescript. Foliage color: medium green red purple other Leaves are medium to dark green  or tinged with purple or red. In fall  they turn to a showy red  purple or orange. Foliage texture: medium Shape: cushion  mound or clump Shape in flower: same as above Blooms flattened and borne atop the erect plant stems.,Special characteristics: aggressive - Self-seeds if not deadheaded. non-invasive not native to North America - Native to central and southern Europe and to Asia Minor,How to plant: Propagate by seed  cuttings  division or separation - Will self-seed if not deadheaded. Make terminal cuttings after flowering is complete. Divide in spring  carefully separating the roots and discarding the woody central crown. Does not like to be disturbed and should only be divided to propagate. Maintenance and care: Cut the plants back by a third after flowering to prevent self-seeding and encourage bushy growth. Caution: Milky sap can cause skin irritation.Leave the dried foliage for winter interest and cut down it down in spring.Does not like to be disturbed. Can go a decade or more without needing division. More growing information: How to Grow Perennials Pests: NematodesAphidsSpider mitesMealybugs
Spurge - Myrtle,Sunlight: full sun Soil conditions: tolerates droughty soil requires well-drained soil tolerates low fertility Hardiness zones: 5 to 8 Special locations: rock gardens xeriscapes,Lifecycle: perennial Ease-of-care: moderately difficult Height: 0.25 to 0.5 feet Spread: 0.5 to 1.5 feet Bloom time: mid-spring late spring Flower color: yellow green Showy yellow bracts. Foliage color: gray-green blue-green Bluish- to grayish-green. Foliage texture: medium Shape: low and trailing Shape in flower: same as above Blooms borne in dense heads at the tips of the trailing stems.,Special characteristics: aggressive - Self-seeds freely. non-invasive not native to North America - Native to Asia Minor  central Asia and eastern and southern Europe evergreen - Foliage quality declines in cold winters  especially when exposed to wind.,How to plant: Propagate by seed  cuttings  division or separation - Self-seeds prolifically if not deadheaded.Make terminal cuttings after flowering is complete. Divide very carefully in the spring. Maintenance and care: Remove spent flowers immediately to prevent self-seeding. Allow evergreen foliage to remain for the winter. Mulch in colder areas. Prefers a protected site for maximum hardiness. More growing information: How to Grow Perennials Pests: NematodesSpider mitesAphidsMealybugs
Statice,Sunlight: full sun Soil conditions: tolerates droughty soil requires well-drained soil Prefers warm weather and slightly dry conditions.,Lifecycle: annual Ease-of-care: easy Height: 1 to 2 feet Spread: 0.75 to 1.25 feet Bloom time: late summer early fall mid-fall Flower color: orange yellow blue violet white pink Foliage color: medium green dark green Foliage texture: medium Shape: cushion  mound or clump Leaves form dense  low-growing rosettes. Shape in flower: flower stalks with upright spikes The delicate  papery flowers are borne in racemes on tall  tough stems.,Special characteristics: deer resistant non-aggressive non-invasive not native to North America - Mediterranean Special uses: cut flowers dried flowers - Cut the flowers when in full bloom and hang in a warm  dry area for drying.,How to plant: Propagate by seed - Sow seeds outdoors where desired after frost danger has passed or  preferably  indoors 8 to 10 weeks before the last spring frost. Germination temperature: 70 F Days to emergence: 14 to 21 Maintenance and care: Pinch back for bushier plants. Do not overwater. More growing information: How to Grow Annuals
Stokes’ Aster,Sunlight: full sun part shade Soil conditions: requires well-drained soil Prefers fertile  well-drained soil. Hardiness zones: 5 to 9,Lifecycle: perennial Ease-of-care: easy Height: 1 to 2 feet Spread: 0.75 to 1.5 feet Bloom time: mid-summer late summer Flower color: blue white pink Flowers in the wild bear blue flowers. Newer hybrids come in shades of pink  white  purple  and blue. Foliage color: dark green Leaves are lance-like and have prominent white midribs. Foliage texture: medium Shape: upright Stems are upright and branching. Shape in flower: flower stalks with upright spikes Flowers borne in clusters of 2 to 4 on upright stems. Generally  only 1 or 2 flowers in each cluster are open at the same time.,Special characteristics: non-aggressive non-invasive native to North America - Southeastern United States Special uses: cut flowers wildflowers,How to plant: Propagate by division or separation - Divide in spring. Maintenance and care: Remove faded flowers. Mulch for winter protection in colder zones. More growing information: How to Grow Perennials
Summer Savory,Sunlight: full sun Soil conditions: tolerates droughty soil requires well-drained soil Tolerates alkaline soil.,Lifecycle: annual Ease-of-care: easy Height: 1 to 1.5 feet Spread: 0.25 to 1 feet Bloom time: mid-summer late summer Usually flowers until frost. Flower color: violet pink Very small  pale lilac-pink flowers borne in widely spaced axillary whorls of 2 to 5 flower clusters Foliage color: dark green Turns bronze-purple in late summer. Foliage texture: fine Thin-leaved. Shape: upright Shape in flower: same as above,Tolerates: frost - Tolerates light frost. Special characteristics: deer resistant non-aggressive non-invasive not native to North America - Native to the Mediterranean region. fragrant - Leaves have a pungent spicy scent. Attracts: beneficial insects - Bees. Special uses: dried flowers - Leaves and flowers used in arrangements.,How to plant: Propagate by seed - Sow seed in containers or directly in the garden. Cover seed very lightly. It should germinate in about 2 weeks. Plants will withstand light frost. Space plants about 1 foot apart. Maintenance and care: Water to keep soil moist during summer. If moisture-stressed  plants will quickly go to seed (bolt). Harvest regularly to promote more vegetative growth. If not grown as an ornamental  pull plants up once they start to flower and dry them for winter use. More growing information: How to Grow Annuals
Summer Snowflake,Sunlight: full sun part shade Prefers full sun  but grows well in bright areas with little direct sun. Soil conditions: requires well-drained soil Prefers rich  moist but well-drained soil. Do not let soil dry out. Hardiness zones: 4 to 9,Lifecycle: perennial Ease-of-care: easy Height: 1.5 to 3 feet Most grow to 2 feet tall. 'Gravetye Giant' grows up to 3 feet tall. Spread: 0.25 to 0.5 feet Bloom time: mid-spring Flower color: green white Blooms are white with green-tipped petals. Foliage color: medium green Foliage texture: medium Shape: upright grass-like Shape in flower: flower stalks with flowers as cups flower stalks with flowers hanging downward Bell-like blooms hang from erect flower stems.,Special characteristics: non-aggressive non-invasive not native to North America - Native to Europe,How to plant: Propagate by division or separation - Plant bulbs 3 to 4 inches deep in fall. Divide the plants after leaves have died or in the fall. Maintenance and care: Keep soil moist during the growing season. More growing information: How to Grow Bulbs Pests: Slugs and snailsNarcissus bulb fly
Sun Rose,Sunlight: full sun May tolerate part shade  particularly in hot weather. Soil conditions: tolerates droughty soil requires well-drained soil Prefers sandy or rocky soil  with neutral to alkaline pH. Excellent drainage a must to overwinter plants. Hardiness zones: 5 to 8 Requires excellent drainage and winter protection to survive in Zone 5. Special locations: rock gardens xeriscapes,Lifecycle: perennial Ease-of-care: moderately difficult Height: 0.5 to 1 feet Spread: 1 to 3 feet Bloom time: late spring early summer Flower color: orange yellow white pink Flowers have yellow centers. Foliage color: dark green gray-green other Gray green  dark green  or gray. Foliage texture: medium Shape: spreading mass Shape in flower: same as above,Special characteristics: non-aggressive non-invasive not native to North America - Native to the Mediterranean. evergreen - Evergreen or semi-evergreen subshrub.,How to plant: Propagate by cuttings  division or separation - Make softwood cuttings in spring.Divide in spring. Division needed only every 4 to 5 years. Maintenance and care: Cut back after flowering to encourage growth. If plants get leggy  cut back to 6 inches or less every 2 to 3 years. Complete any pruning by late summer to allow plants to harden off before winter.Mulch after hard fall frost. Do not allow the soil to become soggy at any time (especially winter).Divide every 4 or 5 years in spring. More growing information: How to Grow Perennials
Sweet Alyssum,Sunlight: full sun part shade Performs best in cooler weather. Soil conditions: requires damp soil Special locations: outdoor containers rock gardens xeriscapes,Lifecycle: annual Ease-of-care: easy Height: 0.2 to 1 feet Spread: 0.75 to 1 feet Bloom time: late spring early summer mid-summer late summer early fall mid-fall Flower color: violet white pink Foliage texture: fine Shape: spreading mass Shape in flower: same as above,Special characteristics: deer resistant aggressive non-invasive not native to North America fragrant Attracts: butterflies Special uses: direct-seeding,How to plant: Propagate by seed - Direct seed in garden in mid- to late spring  or indoors 4 to 6 weeks before last frost. Do not cover the seeds  as they need light to germinate. Germination temperature: 65 F to 70 F Days to emergence: 14 Maintenance and care: Trim to encourage flowering. More growing information: How to Grow Annuals Pests: LeafhoppersWhitefly Diseases: Rhizoctonia root and stem rot
Sweet Cicely,Sunlight: full sun part shade Soil conditions: requires damp soil Prefers moist  well-drained soil. Tolerates pH from 4.5 to 7.4. Hardiness zones: 3 to 7,Lifecycle: perennial Ease-of-care: easy Height: 3 to 6 feet Spread: 2 to 5 feet Bloom time: late spring early summer Flower color: white Foliage color: light green Foliage texture: fine Fern-like foliage is an attractive contrast to other border plants. Shape: cushion  mound or clump upright Bushy  very slowly spreading plant that forms dense patches with time. Shape in flower: same as above Flat topped umbel-like clusters of bright white flowers rise above the foliage.,Special characteristics: aggressive - Self-seeds readily. non-invasive not native to North America - Native to Southern Europe. fragrant - Whole plant is anise-scented. Attracts: beneficial insects Special uses: naturalistic garden - Fern-like texture makes a nice textural contrast in naturalistic areas.,How to plant: Propagate by seed  division or separation - Readily self-seeds. Sow fresh seed because stored seed is difficult to germinate. Mix stored seed with peat moss in a plastic bag and place in a refrigerator. When the seeds begin to germinate  transplant into pots and return the bag to the refrigerator and wait for more seeds to germinate. Divide in spring or fall. Remove the tapering tap root and cut the root into sections with at least one eye per section and replant in their permanent position. Maintenance and care: Remove flowers if you want to preserve leaf flavor. More growing information: How to Grow Perennials
Sweet Woodruff,Sunlight: part shade full shade Full sun may cause plants to go dormant in summer and scorch foliage. Soil conditions: tolerates acid soil requires well-drained soil tolerates damp soil Prefers rich soil kept moist but not soggy. Tolerates wide range of pH from 4.3 to 8.3  but prefers slightly acid soil. Hardiness zones: 5 to 8 Some sources report hardy to Zone 4 and even Zone 3.,Lifecycle: perennial Ease-of-care: easy Height: 0.5 to 1 feet Spread: 0.75 to 1.5 feet Spreads indefinitely by creeping roots and self-seeding to form a low mat. Bloom time: late spring early summer mid-summer Flower color: white Foliage color: medium green Leaves are arranged in umbrella-like whorls around the stem. Foliage texture: medium Shape: low and trailing spreading mass Shape in flower: same as above,Special characteristics: deer resistant aggressive - Under optimum conditions spreads rapidly by slender creeping rhizomes and self-seeding  but other plants can come up through the foliage. non-invasive not native to North America - Native to Europe fragrant - Flowers and leaves have a sweet scent of newly mown hay. Special uses: naturalistic garden,How to plant: Propagate by seed  cuttings  division or separation - If saving seed for next year  current year's seed should be fully ripe in July or August. Stratify seeds (expose to cold) to increase germination percent. Sow in spring. Make softwood cuttings in the spring. Divide in spring or fall. When dividing small clumps  keep roots moist. Maintenance and care: Keep soil moist to prolong growth into summer. Often goes dormant or dies back in hot  dry weather  but rebounds with a flush of growth in fall. As a ground cover  makes an excellent carpeting for bulbs. More growing information: How to Grow Perennials Pests: No serious problems. Diseases: No serious problems  though occasional:Leaf spotRustMildew
Tansy,Sunlight: full sun Soil conditions: tolerates droughty soil requires well-drained soil Tolerates mild drought and pH range of 4.8 to 7.5. Hardiness zones: 4 to 8 May be marginally hardy in Zone 3.,Lifecycle: perennial Ease-of-care: easy So easy to grow that it could be called weedy. Best used in a cottage garden or meadow planting. Height: 2 to 4 feet Spread: 1 to 1.5 feet Spreads indefinitely by rhizomes  but not too aggressively. Bloom time: mid-summer late summer Flower color: yellow Foliage color: dark green Foliage texture: fine 6-inch-long leaves are deeply dissected  hairy. Shape: cushion  mound or clump upright Broad clumps with erect stems. Shape in flower: same as above,Special characteristics: aggressive - Only moderately aggressive  spreading by rhizomes and self-seeding. non-invasive not native to North America - Native to Europe and Asia but widely naturalized in North America. fragrant - Flowers are scented and the leaves have a pungent camphor scent. Special uses: dried flowers - Both leaves and flowers used in arrangements.,How to plant: Propagate by seed  division or separation - Readily self-sows. Sow seeds indoors in spring  barely covering seed and not allowing soil to dry out. Pot seedlings and hold overwinter until they are well-established before planting out.Divide in spring. Plant out larger divisions. Grow smaller divisions in pots before planting out the following spring. Maintenance and care: Stems may require staking if they get too leggy. More growing information: How to Grow Perennials Diseases: Leaf spot Mildew.
Tithonia,Sunlight: full sun Soil conditions: requires well-drained soil tolerates low fertility Perform best in poor soil. Does not flower well in rich soil. Special locations: xeriscapes,Lifecycle: annual Ease-of-care: easy Height: 3 to 6 feet Spread: 1 to 1.5 feet Bloom time: mid-summer late summer early fall mid-fall Flower color: red orange yellow Foliage color: medium green dark green Foliage texture: medium Shape: upright Shape in flower: same as above,Tolerates: heat Special characteristics: non-aggressive non-invasive not native to North America - Native to Mexico to South America. Attracts: butterflies hummingbirds Special uses: cut flowers direct-seeding,How to plant: Propagate by seed - Sow seeds outdoors in the spring where desired after frost danger has passed  or indoors 6 to 8 weeks before the last frost. Do not cover  as light aids germination. Germination temperature: 70 F Days to emergence: 4 to 10 Maintenance and care: May require staking. Deadhead to prolong bloom. More growing information: How to Grow Annuals
Thunbergia,Sunlight: full sun Performs best when shaded from intense afternoon sun. Soil conditions: requires well-drained soil Prefers moist but well-drained soil. Special locations: outdoor containers indoors as a houseplant - Overwinter inside from cuttings taken in the late summer or early fall.,Lifecycle: annual Ease-of-care: moderately difficult Height: 5 to 8 feet When grown on a trellis Spread: 5 to 8 feet When it spreads on the ground unsupported. Bloom time: mid-summer late summer early fall mid-fall Flower color: orange yellow white Flowers have dark brown centers. Foliage color: medium green Foliage texture: medium Shape: climbing / vine Shape in flower: same as above,Special characteristics: non-aggressive non-invasive not native to North America - Native to Africa. Special uses: direct-seeding,How to plant: Propagate by seed - Start seeds indoor 6 to 8 weeks before the last frost  or outdoors where desired after frost danger has passed. Germination temperature: 70 F to 75 F Days to emergence: 10 to 14 Maintenance and care: Provide trellis or support before planting. Deadhead to keep in bloom. Wilts easily  especially if grown in a container. Keep soil moist but not soggy. More growing information: How to Grow Annuals
Torenia,Sunlight: part shade Soil conditions: requires well-drained soil Prefers moist  well-drained soil. Special locations: indoors as a houseplant,Lifecycle: annual Ease-of-care: easy Height: 0.66 to 1 feet Spread: 0.5 to 0.75 feet Bloom time: mid-summer late summer early fall mid-fall Flower color: yellow violet white pink Flowers are two-lipped and have a spot of yellow on the lower lip. Foliage color: dark green Foliage texture: medium Shape: upright Shape in flower: same as above,Special characteristics: non-aggressive non-invasive not native to North America - Native to Asia and Africa. Attracts: hummingbirds,How to plant: Propagate by seed - Start seeds indoors 10 to 12 weeks before the last spring frost. Do not cover the seeds  as light aids germiantion. Germination temperature: 70 F to 75 F Days to emergence: 7 to 17 Maintenance and care: Pinch the plants back to keep them bushy. More growing information: How to Grow Annuals
Trillium,Sunlight: part shade Soil conditions: requires well-drained soil Prefers fertile  moist but well-drained soil with slightly acid pH. Hardiness zones: 3 to 9,Lifecycle: perennial Ease-of-care: moderately difficult This is the easiest to grow of all of the Trilliums species. Height: 1 to 1.5 feet Spread: 1 to 1.5 feet Bloom time: late spring Flower color: white Pure white blooms have three distinctive petals  turning pink and becoming slightly pendulous with time. Foliage color: medium green Foliage texture: medium Shape: cushion  mound or clump Shape in flower: same as above The flowers are borne at the same level as the foliage.,Special characteristics: non-aggressive non-invasive native to North America - Eastern North America,How to plant: Propagate by division or separation - Propagation is very difficult  and is best achieved by leaving plants undisturbed to naturally form clumps. Divide in early spring or late summer. Only purchase Trillium that you are certain has not been harvested from the wild. Maintenance and care: Once planted  leave the plants undisturbed. More growing information: How to Grow Perennials
Trout Lily,Sunlight: part shade Soil conditions: requires damp soil Prefers rich  moist but well-drained soils that do not dry out. Hardiness zones: 3 to 9,Lifecycle: perennial Ease-of-care: easy Height: 0.25 to 0.75 feet Spread: 0.25 to 0.5 feet Bloom time: mid-spring Flower color: yellow Foliage color: dark green variegated other Leaves are dark green mottled with brown  somewhat resembling the coloration of a trout. Foliage texture: medium Shape: herbaceous: other Plants have two ovoid basal leaves. Shape in flower: flower stalks with upright spikes flower stalks with flowers hanging downward Nodding blooms borne on erect stems rising above the basal leaves.,Special characteristics: non-aggressive non-invasive native to North America - Eastern U.S. and Canada  from Nova Scotia to Florida.,"How to plant: Propagate by division or separation - Divide the plants in summer after the foliage has begun to die back. If dividing in hot weather  make sure the new planting location is moist. Maintenance and care: Plant the bulbs 5"" beneath the soil surface. They require this planting depth. which is deeper than you'd expect for a bulb of such small size. More growing information: How to Grow Bulbs"
Tuberous Begonia (pendulous cultivars),Sunlight: part shade Won't perform well in full sun. Soil conditions: requires well-drained soil Prefers rich  well-drained soil. Special locations: outdoor containers - Great for hanging baskets.,Lifecycle: annual Tropical perennial grown as an annual. Ease-of-care: moderately difficult Height: 1 to 2 feet Spread: 1 to 3 feet Bloom time: mid-summer late summer early fall Flower color: red orange yellow white pink Foliage color: medium green dark green other Leaves may also maroon  brown  bronze  or other colors. Foliage texture: medium Shape: weeping or drooping Shape in flower: flower stalks with flowers hanging downward,Special characteristics: deer resistant non-aggressive non-invasive not native to North America - Product of horticultural selection  parent material native to South America,"How to plant: Propagate by seed  cuttings  division or separation - Sow seeds indoors in very early spring. Take basal cuttings or offshoot stem cuttings during the growing season  or divide the tubers before spring planting.Plant the tubers ""eyes up"" indoors in early spring in flats of peat moss and sand. Place the trays in a dark location at 65 F until 1"" tall shoots appear. Cover the shoots with additional mix and move the trays to a lighted location at the same temperature. Transfer the plants to pots when they are begun to grow well. Plant them outdoors after all frost danger has passed. Maintenance and care: Water without wetting leaves to prevent foliar disease. In early fall  before frost danger  gently remove the tubers from their beds  cut off the foliage  and place the plants  their roots still covered with soil  in a cool  well-ventilated location until spring. More growing information: How to Grow Annuals More growing information: How to Grow Bulbs Pests: MitesThripsMealybugsWhiteflies Diseases: NematodesPowdery mildewStem rotRoot rot"
Tuberous Begonia (upright cultivars),Sunlight: part shade Won't perform well in full sun. Soil conditions: requires well-drained soil Prefers rich  well-drained soil. Special locations: outdoor containers,Lifecycle: annual Tropical perennial grown as an annual. Ease-of-care: moderately difficult Height: 0.75 to 2 feet Spread: 0.75 to 2 feet Bloom time: late spring mid-summer late summer early fall Flower color: red orange yellow white pink Foliage color: medium green dark green other Leaves may also be bronze  maroon  or other shades. Foliage texture: medium Shape: upright Shape in flower: flower stalks with upright spikes flower stalks with flowers hanging downward Some cultivars have blooms borne on short stems above the foliage  others have semi-pendulous blooms.,Special characteristics: deer resistant non-aggressive non-invasive not native to North America - Product of horticultural selection  parent material native to South America.,"How to plant: Propagate by seed  cuttings  division or separation - Sow seeds indoors in very early spring. Take basal cuttings or offshoot stem cuttings during the growing season  or divide the tubers before spring planting.Plant the tubers ""eyes up"" indoors in early spring in flats of peat moss and sand. Place the trays in a dark location at 65 F until 1"" tall shoots appear. Cover the shoots with additional mix and move the trays to a lighted location at the same temperature. Transfer the plants to pots when they are begun to grow well. Plant them outdoors after all frost danger has passed. Maintenance and care: Water without wetting leaves to prevent foliar disease. In early fall  before frost danger  gently remove the tubers from their beds  cut off the foliage  and place the plants  their roots still covered with soil  in a cool  well-ventilated location until spring. More growing information: How to Grow Annuals More growing information: How to Grow Bulbs Pests: MitesThripsMealybugsWhiteflies Diseases: NematodesPowdery mildewStem rotRoot rot"
Tulip - Bokhara,Sunlight: full sun Soil conditions: requires well-drained soil Prefers sandy  fertile  well-drained soil. Hardiness zones: 4 to 8 Special locations: rock gardens,Lifecycle: perennial Ease-of-care: easy Height: 0.5 to 0.75 feet Spread: 0.25 to 0.5 feet Bloom time: late spring Flower color: yellow Some cultivars have orange-red or reddish bronze-tinted yellow blooms. Foliage color: gray-green Foliage texture: medium Shape: upright Shape in flower: flower stalks with flowers as cups,Special characteristics: non-aggressive non-invasive not native to North America - Native to Uzbekistan,"How to plant: Propagate by division or separation - Divide the bulbs in the fall  when clumps have become overcrowded. Plant the bulbs 5"" beneath the soil surface. Maintenance and care: Remove faded flowers after blooming. After spring blooming  allow the foliage to die back (about 6 weeks) before cutting back. Do not cut back unfaded foliage. More growing information: How to Grow Bulbs Pests: Slugs and snailsAphids Diseases: Bulb rotRoot rotGray moldNematodes"
Tulip - Darwin cultivars,Sunlight: full sun Soil conditions: requires well-drained soil Hardiness zones: 4 to 7 Special locations: outdoor containers indoors as a houseplant - Can be forced inside for winter bloom.,Lifecycle: perennial Ease-of-care: easy Height: 1.5 to 2.5 feet Spread: 0.25 to 0.5 feet Bloom time: mid-spring late spring Flower color: red orange yellow green indigo violet white pink Foliage color: light green medium green Foliage texture: medium Shape: upright Shape in flower: flower stalks with flowers as cups Blooms borne on upright flower stems.,Special characteristics: non-aggressive non-invasive not native to North America - Product of horticultural selection. Special uses: cut flowers,"How to plant: Propagate by division or separation - Plant the bulbs 5"" beneath the soil surface in the fall. After the leaves have died back following flowering  dig up the bulbs and allow them to mature in a warm  dry location. In the fall  replant large bulbs  and place the smaller bulbs in a starting bed to mature. When enlarged  plant them in the garden. Maintenance and care: Remove faded flowers  and do not remove the foliage until it has yellowed and begun to die back (up to 6 weeks). These tulips do not perform well in Zones 7 to 9. To grow in these Zones  purchase cold-treated bulbs and grow as annuals. A few cultivars are suited to perennial warmer growth. More growing information: How to Grow Bulbs Pests: Slugs and snailsAphids Diseases: Bulb rotRoot rotGray moldNematodes"
Tulip - Double Early-Flowering cultivars,Sunlight: full sun Soil conditions: requires well-drained soil Hardiness zones: 4 to 7 Special locations: outdoor containers rock gardens indoors as a houseplant - Can be forced inside for winter bloom.,Lifecycle: perennial Ease-of-care: easy Height: 0.75 to 1.5 feet Spread: 0.25 to 0.5 feet Bloom time: mid-spring Flower color: red orange yellow green indigo violet white pink Foliage color: medium green Foliage texture: medium Shape: upright Shape in flower: flower stalks with flowers as cups Blooms borne on upright flower stems.,Special characteristics: non-aggressive non-invasive not native to North America - Product of horticultural selection. fragrant Special uses: cut flowers,"How to plant: Propagate by division or separation - Plant the bulbs 5"" beneath the soil surface in the fall. After the leaves have died back following flowering  dig up the bulbs and allow them to mature in a warm  dry location. In the fall  replant large bulbs  and place the smaller bulbs in a starting bed to mature. When enlarged  plant them in the garden. Maintenance and care: Remove faded flowers  and do not remove the foliage until it has yellowed and begun to die back (up to 6 weeks). These tulips do not perform well in Zones 7 to 9. To grow in these Zones  purchase cold-treated bulbs and grow as annuals. A few cultivars are suited to perennial warmer growth. More growing information: How to Grow Bulbs Pests: Slugs and snailsAphids Diseases: Bulb rotRoot rotGray moldNematodes"
